year,annual-average-temperature
1987,12.7
1988,13.3
1989,14.0
1990,13.9
1991,12.9
1992,13.5
1993,12.6
1994,13.9
1995,13.8
1996,13.3
1997,14.3
1998,13.4
1999,13.8
2000,14.3
2001,13.8
2002,14.2
2003,14.8
2004,13.6
2005,13.6
2006,14.4
2007,13.5
2008,13.4
2009,14.1
2010,12.7
2011,14.8
2012,13.7
2013,13.2
2014,14.6
2015,14.4
2016,14.2
