year,annual-precipitations
1987,564
1988,782
1989,608
1990,684
1991,643
1992,855
1993,743
1994,720
1995,786
1996,716
1997,717
1998,757
1999,833
2000,686
2001,655
2002,642
2003,671
2004,747
2005,449
2006,679
2007,582
2008,758
2009,610
2010,618
2011,471
2012,581
2013,815
2014,732
2015,577
2016,702
