year,F1,F3,M4
,label F1,label F3,label M4
1987,52,116,4
1988,28,120,6
1989,33,96,4
1990,47,114,3
1991,39,116,3
1992,39,124,7
1993,50,104,1
1994,41,108,3
1995,34,129,3
1996,34,116,3
1997,29,115,6
1998,37,111,2
1999,55,121,1
2000,36,110,3
2001,24,102,1
2002,42,113,4
2003,44,111,3
2004,34,122,5
2005,34,108,2
2006,34,124,5
2007,40,105,4
2008,47,115,4
2009,34,109,2
2010,24,114,4
2011,47,118,2
2012,43,113,5
2013,40,110,4
2014,28,113,3
2015,54,117,2
2016,39,120,7
2016
2017,22,110,2
2018,31,114,7
2019,23,114,6
2020,27,104,6
2021,22,108,4
2022,48,116,4
2023,22,120,5
2024,27,100,3
2025,28,107,5
2026,26,107,8
2027,25,112,5
2028,28,115,6
2029,34,108,2
2030,36,115,4
2031,38,107,3
2032,28,106,6
2033,25,127,2
2034,28,109,6
2035,39,112,5
2036,24,116,5
2037,29,105,3
2038,21,115,3
2039,40,110,7
2040,46,115,3
2041,30,113,9
2042,38,104,4
2043,26,116,2
2044,33,114,7
2045,26,116,4
2046,22,121,6

min,,70
max,,140
steps,,11
decimal
