year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.0,14.7,21.0,10.2
1988,8.0,15.8,19.5,9.9
1989,7.7,15.9,20.7,11.6
1990,9.1,15.9,21.3,9.4
1991,7.1,14.0,21.7,8.5
1992,7.2,15.8,21.0,9.9
1993,6.7,15.5,18.7,9.1
1994,8.1,14.9,20.7,11.6
1995,8.1,15.5,20.1,11.5
1996,8.0,16.0,18.9,10.0
1997,9.0,16.2,20.8,11.2
1998,8.8,15.7,20.4,8.5
1999,7.7,16.6,21.3,9.3
2000,7.7,16.7,21.0,11.6
2001,9.5,15.8,20.1,9.6
2002,9.0,16.0,19.7,11.9
2003,7.6,18.1,22.7,10.5
2004,7.2,16.1,20.9,10.2
2005,6.5,17.2,20.9,9.4
2006,7.0,16.9,22.2,11.3
2007,8.7,17.0,19.4,8.7
2008,8.6,15.9,19.6,9.5
2009,6.9,16.8,21.4,11.2
2010,6.1,15.5,20.4,8.8
2011,7.9,17.7,21.2,12.3
2012,6.4,16.2,21.0,11.2
2013,6.5,14.3,21.7,10.3
2014,9.2,16.6,20.5,12.2
2015,7.4,17.4,21.1,11.4
2016,8.8,15.8,21.6,10.4
