year,annual-precipitations
1987,429
1988,472
1989,557
1990,318
1991,291
1992,256
1993,402
1994,301
1995,357
1996,420
1997,520
1998,311
1999,310
2000,400
2001,355
2002,432
2003,442
2004,272
2005,277
2006,377
2007,382
2008,413
2009,334
2010,514
2011,305
2012,293
2013,461
2014,300
2015,220
2016,436
