year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,35,-328,-382,53
1988,-79,-19,-402,-32
1989,-91,-159,-442,143
1990,-121,-285,-444,-38
1991,16,-344,-414,-53
1992,-113,-341,-392,14
1993,-98,-176,-372,59
1994,-70,-258,-424,-10
1995,-86,-277,-388,-11
1996,-3,-275,-378,37
1997,-107,-240,-327,182
1998,-103,-217,-331,-40
1999,-74,-309,-337,8
2000,-109,-224,-377,71
2001,43,-350,-356,-53
2002,-52,-291,-318,16
2003,9,-324,-361,17
2004,-76,-313,-410,-20
2005,-100,-360,-467,51
2006,-58,-338,-391,29
2007,-62,-217,-396,-28
2008,-75,-136,-424,20
2009,-84,-322,-431,-9
2010,36,-239,-436,37
2011,-31,-326,-401,-23
2012,-120,-232,-421,-16
2013,56,-274,-358,14
2014,-14,-360,-406,0
2015,-107,-336,-446,-56
2016,46,-256,-436,-5
