year,annual-average-temperature
1987,12.5
1988,11.8
1989,13.1
1990,13.3
1991,12.0
1992,11.8
1993,11.0
1994,12.4
1995,13.2
1996,12.0
1997,12.9
1998,12.0
1999,11.7
2000,11.7
2001,12.0
2002,12.3
2003,12.6
2004,11.8
2005,12.2
2006,13.1
2007,12.1
2008,11.7
2009,13.1
2010,12.5
2011,14.1
2012,11.5
2013,12.8
2014,12.1
2015,12.6
2016,12.4
