year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2091,12,-726,10
1988,2146,11,-692,1
1989,2314,14,-847,2
1990,2553,15,-925,5
1991,2297,12,-780,0
1992,1944,13,-640,3
1993,2414,13,-852,0
1994,2305,15,-793,3
1995,2441,14,-835,0
1996,2207,14,-699,11
1997,2317,15,-920,0
1998,2376,13,-852,0
1999,2406,16,-863,2
2000,2171,14,-802,5
2001,2370,12,-718,1
2002,2326,14,-840,2
2003,2354,13,-854,0
2004,2383,12,-780,3
2005,2435,13,-870,0
2006,2248,14,-697,0
2007,2214,13,-780,0
2008,2467,17,-850,1
2009,2256,12,-754,3
2010,2370,12,-859,5
2011,2486,13,-942,1
2012,2313,14,-779,1
2013,2489,13,-691,2
2014,1993,11,-669,7
2015,2376,14,-617,0
2016,1878,11,-669,4
2016
2017,2091,12,-726,10
2018,2146,11,-692,1
2019,2314,14,-847,2
2020,2553,15,-925,5
2021,2297,12,-780,0
2022,1944,13,-640,3
2023,2414,13,-852,0
2024,2305,15,-793,3
2025,2441,14,-835,0
2026,2207,14,-699,11
2027,2317,15,-920,0
2028,2376,13,-852,0
2029,2406,16,-863,2
2030,2171,14,-802,5
2031,2370,12,-718,1
2032,2326,14,-840,2
2033,2354,13,-854,0
2034,2383,12,-780,3
2035,2435,13,-870,0
2036,2248,14,-697,0
2037,2214,13,-780,0
2038,2467,17,-850,1
2039,2256,12,-754,3
2040,2370,12,-859,5
2041,2486,13,-942,1
2042,2313,14,-779,1
2043,2489,13,-691,2
2044,1993,11,-669,7
2045,2376,14,-617,0
2046,1878,11,-669,4

min,1500,6
max,3000,20
steps,11,8
decimals
