year,annual-estival-days
1987,94
1988,80
1989,104
1990,88
1991,105
1992,85
1993,70
1994,96
1995,97
1996,83
1997,73
1998,86
1999,95
2000,90
2001,101
2002,88
2003,104
2004,110
2005,116
2006,114
2007,97
2008,83
2009,112
2010,104
2011,141
2012,110
2013,103
2014,81
2015,110
2016,115
