year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,42,128,4
1988,37,117,2
1989,39,125,5
1990,25,118,3
1991,36,108,4
1992,20,102,4
1993,39,124,3
1994,43,126,3
1995,33,118,3
1996,34,119,4
1997,35,114,4
1998,33,113,3
1999,33,115,4
2000,31,121,4
2001,40,121,4
2002,43,120,4
2003,38,116,3
2004,32,118,3
2005,32,119,4
2006,38,126,3
2007,33,113,3
2008,31,125,2
2009,40,113,4
2010,45,118,2
2011,33,115,4
2012,29,122,4
2013,34,123,4
2014,33,112,4
2015,37,105,3
2016,38,121,4
2016
2017,42,128,4
2018,37,117,2
2019,39,125,5
2020,25,118,3
2021,36,108,4
2022,20,102,4
2023,39,124,3
2024,43,126,3
2025,33,118,3
2026,34,119,4
2027,35,114,4
2028,33,113,3
2029,33,115,4
2030,31,121,4
2031,40,121,4
2032,43,120,4
2033,38,116,3
2034,32,118,3
2035,32,119,4
2036,38,126,3
2037,33,113,3
2038,31,125,2
2039,40,113,4
2040,45,118,2
2041,33,115,4
2042,29,122,4
2043,34,123,4
2044,33,112,4
2045,37,105,3
2046,38,121,4
