year,annual-frozen-days
1987,53
1988,67
1989,51
1990,21
1991,66
1992,80
1993,80
1994,47
1995,47
1996,51
1997,38
1998,71
1999,93
2000,74
2001,72
2002,53
2003,60
2004,92
2005,91
2006,57
2007,67
2008,69
2009,54
2010,54
2011,28
2012,92
2013,48
2014,45
2015,90
2016,62
