year,annual-hydric-deficit
1987,48
1988,74
1989,-347
1990,-251
1991,-289
1992,5
1993,88
1994,-71
1995,-60
1996,-232
1997,-189
1998,-219
1999,-107
2000,49
2001,88
2002,-144
2003,-405
2004,-183
2005,-230
2006,-141
2007,-191
2008,-101
2009,-229
2010,-101
2011,-269
2012,108
2013,290
2014,-116
2015,-297
2016,86
