year,annual-estival-days
1987,41
1988,32
1989,65
1990,49
1991,55
1992,48
1993,39
1994,46
1995,56
1996,41
1997,53
1998,42
1999,49
2000,48
2001,48
2002,36
2003,89
2004,51
2005,47
2006,59
2007,42
2008,37
2009,54
2010,50
2011,53
2012,49
2013,47
2014,35
2015,54
2016,44
