year,annual-frozen-days
1987,69
1988,39
1989,62
1990,47
1991,71
1992,52
1993,64
1994,36
1995,55
1996,74
1997,67
1998,65
1999,38
2000,25
2001,55
2002,36
2003,73
2004,63
2005,69
2006,71
2007,42
2008,64
2009,64
2010,74
2011,35
2012,41
2013,53
2014,9
2015,36
2016,42
