year,F1,F3,M4
,label F1,label F3,label M4
1987,47,132,0
1988,43,126,2
1989,46,120,1
1990,62,139,0
1991,47,125,2
1992,56,126,1
1993,49,132,2
1994,55,131,1
1995,59,129,1
1996,49,129,0
1997,41,139,4
1998,53,123,4
1999,53,133,3
2000,56,129,3
2001,54,133,3
2002,63,132,2
2003,59,134,2
2004,45,139,2
2005,51,134,2
2006,66,127,2
2007,53,119,1
2008,62,132,0
2009,53,120,1
2010,77,134,0
2011,61,130,1
2012,59,130,0
2013,68,136,1
2014,64,128,1
2015,64,132,1
2016,58,119,1
2016
2017,60,137,1
2018,57,122,4
2019,38,113,0
2020,50,131,1
2021,55,127,2
2022,53,129,3
2023,31,136,4
2024,54,138,2
2025,32,133,2
2026,58,131,4
2027,43,129,3
2028,50,124,3
2029,36,113,2
2030,56,128,0
2031,57,130,3
2032,68,139,3
2033,77,143,3
2034,35,124,1
2035,51,144,1
2036,43,129,2
2037,51,122,2
2038,76,137,2
2039,47,122,1
2040,46,132,5
2041,58,126,1
2042,32,130,1
2043,56,134,1
2044,46,116,1
2045,40,131,3
2046,55,128,3

min,,80,0
max,,170,8
steps,,10,9
decimal



