year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1468,10,-218,6
1988,1539,9,-309,6
1989,1492,8,-265,1
1990,1198,8,-217,8
1991,1474,11,-291,5
1992,1365,11,-48,1
1993,1535,10,-354,3
1994,1399,11,-290,8
1995,1767,10,-220,4
1996,1448,12,-228,4
1997,1614,10,-475,11
1998,1489,11,-171,0
1999,1452,10,-410,6
2000,1422,10,-373,6
2001,1350,11,-335,11
2002,1463,10,-133,5
2003,1409,13,-159,0
2004,1353,10,-165,3
2005,1479,14,-221,4
2006,1455,9,-241,1
2007,1557,11,-264,0
2008,1583,9,-304,6
2009,1555,11,-53,1
2010,1462,12,-224,0
2011,1434,8,-281,0
2012,1402,10,-141,7
2013,1509,10,-233,5
2014,1357,9,-148,1
2015,1421,10,-224,0
2016,1490,10,-253,2
2016
2017,1653,12,-371,13
2018,1691,11,-269,3
2019,1910,11,-337,0
2020,1776,12,-278,10
2021,1685,11,-474,1
2022,1813,12,-413,2
2023,1450,11,-310,3
2024,1632,14,-343,5
2025,1914,12,-268,0
2026,1818,12,-397,2
2027,1725,13,-426,0
2028,1556,10,-292,1
2029,1723,12,-452,0
2030,1705,12,-422,0
2031,1752,10,-298,2
2032,1757,12,-413,4
2033,1857,11,-343,2
2034,1831,12,-394,0
2035,1581,13,-297,9
2036,1825,14,-292,2
2037,1763,10,-369,0
2038,1741,11,-292,7
2039,1902,11,-320,1
2040,1733,12,-323,5
2041,1697,12,-166,3
2042,1802,10,-361,2
2043,1560,11,-244,4
2044,1846,12,-306,1
2045,1748,11,-337,6
2046,1581,13,-236,3

min,1000,6
max,2500,16
steps,7,11
decimal



