year,annual-estival-days
1987,63
1988,57
1989,80
1990,19
1991,95
1992,81
1993,46
1994,88
1995,60
1996,66
1997,68
1998,72
1999,72
2000,83
2001,88
2002,67
2003,97
2004,88
2005,101
2006,93
2007,63
2008,65
2009,79
2010,68
2011,84
2012,84
2013,62
2014,62
2015,73
2016,81

min.,0
max.,150
steps.,11
decimals
