year,annual-frozen-days
1987,77
1988,68
1989,63
1990,45
1991,57
1992,82
1993,83
1994,52
1995,50
1996,57
1997,31
1998,55
1999,75
2000,57
2001,62
2002,32
2003,53
2004,73
2005,85
2006,70
2007,64
2008,61
2009,66
2010,71
2011,48
2012,79
2013,69
2014,43
2015,71
2016,66
