year,annual-average-temperature
1987,10.4
1988,10.4
1989,11.5
1990,10.5
1991,11.4
1992,10.9
1993,9.7
1994,11.7
1995,11.6
1996,10.7
1997,12.4
1998,11.0
1999,10.8
2000,11.3
2001,11.3
2002,11.5
2003,12.1
2004,11.0
2005,11.1
2006,12.1
2007,10.8
2008,11.0
2009,11.3
2010,10.1
2011,11.5
2012,10.8
2013,10.3
2014,11.5
2015,11.3
2016,11.2

min.,11
max.,19
steps.,9
decimals
