year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,42,141,3
1988,42,140,2
1989,38,136,3
1990,50,135,3
1991,64,145,2
1992,50,129,2
1993,38,137,3
1994,48,121,2
1995,51,135,3
1996,31,131,3
1997,54,139,2
1998,33,139,2
1999,70,134,2
2000,41,132,3
2001,49,142,1
2002,52,131,3
2003,46,130,3
2004,73,137,1
2005,61,128,2
2006,52,130,4
2007,53,132,2
2008,47,130,2
2009,47,120,3
2010,36,134,2
2011,62,131,4
2012,26,130,2
2013,76,148,3
2014,52,133,1
2015,43,135,1
2016,43,140,3
2016,0
2017,37,140,2
2018,45,132,3
2019,34,124,2
2020,33,122,3
2021,46,123,1
2022,41,130,3
2023,42,123,3
2024,38,113,2
2025,34,128,2
2026,29,118,2
2027,47,122,3
2028,28,110,2
2029,44,124,4
2030,47,118,2
2031,43,124,3
2032,40,120,2
2033,48,136,3
2034,45,121,4
2035,37,127,2
2036,34,129,2
2037,54,131,3
2038,37,125,3
2039,43,120,4
2040,43,113,2
2041,30,123,2
2042,49,134,1
2043,33,124,2
2044,35,127,2
2045,44,118,3
2046,51,121,2
