year,A1,A2,A3
,label A1,label A2,label A3
1987,23,2640,189
1988,21,2684,161
1989,20,2474,197
1990,17,2452,171
1991,6,2750,120
1992,18,2387,150
1993,5,2593,144
1994,11,2574,166
1995,25,2656,193
1996,12,2467,105
1997,15,2668,164
1998,21,2661,136
1999,5,2715,109
2000,5,2404,109
2001,14,2597,126
2002,1,2577,50
2003,24,2640,177
2004,25,2806,206
2005,17,2614,165
2006,15,2342,142
2007,5,2577,85
2008,12,2481,116
2009,13,2452,117
2010,11,2557,161
2011,9,2592,100
2012,3,2483,80
2013,17,2962,170
2014,14,2481,154
2015,4,2644,99
2016,7,2699,101
2016
2017,28,2499,241
2018,21,2314,210
2019,25,2188,229
2020,32,2335,303
2021,16,2351,182
2022,28,2456,221
2023,40,2226,389
2024,12,2092,187
2025,17,2383,152
2026,28,2185,211
2027,24,2241,261
2028,25,2150,222
2029,41,2390,370
2030,19,2321,212
2031,28,2249,202
2032,16,2256,182
2033,35,2564,261
2034,30,2404,223
2035,43,2328,283
2036,52,2326,385
2037,50,2606,379
2038,36,2394,273
2039,35,2218,276
2040,43,2146,324
2041,42,2300,316
2042,23,2613,201
2043,29,2380,230
2044,40,2454,271
2045,26,2412,238
2046,60,2252,419
