year,annual-average-temperature
1987,9.5
1988,10.6
1989,11.0
1990,11.0
1991,9.9
1992,11.3
1993,10.3
1994,11.9
1995,10.5
1996,9.2
1997,10.2
1998,10.9
1999,10.8
2000,11.9
2001,10.9
2002,11.5
2003,11.1
2004,11.0
2005,10.7
2006,11.2
2007,12.2
2008,11.9
2009,11.4
2010,10.3
2011,11.7
2012,11.8
2013,11.4
2014,12.5
2015,12.6
2016,11.9
