year,A1,A2,A3
,label A1,label A2,label A3
1987,14,3242,119
1988,7,3008,90
1989,14,3255,88
1990,10,2853,132
1991,12,3109,123
1992,17,2905,131
1993,8,2918,95
1994,36,3126,284
1995,14,3187,108
1996,17,3188,199
1997,24,2912,211
1998,26,2956,159
1999,22,3159,168
2000,13,2898,124
2001,11,3135,81
2002,22,3224,146
2003,22,3286,165
2004,30,3049,218
2005,19,3422,130
2006,13,2880,83
2007,8,2871,88
2008,13,3278,131
2009,11,3170,137
2010,25,3068,170
2011,19,3400,144
2012,20,2990,146
2013,22,2729,169
2014,26,3164,182
2015,30,3111,188
2016,27,3065,179
2016
2017,20,2662,142
2018,16,2805,138
2019,10,2799,85
2020,23,2771,201
2021,29,2727,243
2022,49,2918,273
2023,20,2751,160
2024,23,2790,191
2025,18,2921,137
2026,14,3115,146
2027,17,3037,171
2028,29,2656,171
2029,19,2580,176
2030,32,2717,311
2031,22,2667,129
2032,42,2874,291
2033,22,2873,147
2034,19,2913,158
2035,44,2794,284
2036,45,2834,313
2037,39,2920,224
2038,49,2925,298
2039,34,2631,234
2040,36,2708,249
2041,32,2663,246
2042,18,2718,160
2043,19,2614,165
2044,47,2799,304
2045,54,2738,370
2046,31,3001,210
