year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.3,13.9,19.1,6.3
1988,3.4,14.4,19.3,5.2
1989,4.7,14.1,18.8,6.0
1990,5.2,14.5,18.4,5.7
1991,1.9,13.0,19.6,4.9
1992,4.1,15.1,21.1,5.0
1993,2.1,15.5,18.3,5.1
1994,4.7,15.2,21.1,6.3
1995,3.6,14.4,19.1,4.7
1996,-1.1,15.0,17.0,5.7
1997,2.6,14.1,18.7,5.5
1998,4.5,15.6,19.0,4.2
1999,2.9,15.3,19.5,5.3
2000,3.5,17.2,19.0,7.9
2001,3.9,15.0,19.4,5.3
2002,4.8,16.1,19.4,5.7
2003,1.4,16.8,20.7,5.3
2004,3.0,15.0,19.3,6.7
2005,2.0,15.7,19.1,5.7
2006,0.5,15.6,20.3,8.3
2007,6.8,17.4,19.3,5.0
2008,5.3,16.0,18.9,7.2
2009,2.1,16.5,20.5,6.4
2010,2.1,15.3,19.3,4.6
2011,3.2,16.8,20.2,6.1
2012,3.7,16.4,20.6,6.3
2013,2.1,15.5,20.5,7.2
2014,5.6,16.0,19.5,8.5
2015,4.5,16.0,21.8,7.9
2016,5.0,15.8,20.9,5.8
