year,annual-frozen-days
1987,84
1988,69
1989,64
1990,55
1991,75
1992,57
1993,90
1994,54
1995,82
1996,104
1997,88
1998,85
1999,87
2000,55
2001,81
2002,63
2003,95
2004,78
2005,77
2006,75
2007,39
2008,48
2009,53
2010,87
2011,78
2012,56
2013,64
2014,37
2015,51
2016,57
