year,annual-hydric-deficit
1987,-371
1988,-616
1989,-523
1990,-647
1991,-473
1992,-623
1993,-386
1994,-470
1995,-80
1996,-44
1997,-105
1998,-379
1999,-120
2000,-444
2001,-463
2002,-293
2003,-643
2004,-216
2005,-195
2006,-281
2007,-95
2008,-80
2009,63
2010,-9
2011,-301
2012,-250
2013,-130
2014,-138
2015,-469
2016,-99
