year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1431,9,-339,2
1988,1341,9,-172,5
1989,1323,10,-54,1
1990,1562,9,-288,2
1991,1422,9,-499,6
1992,1711,11,-332,0
1993,1573,10,-293,2
1994,1858,11,-324,4
1995,1444,10,-167,4
1996,1678,10,-477,4
1997,1750,9,-450,1
1998,1534,8,-348,11
1999,1413,8,-446,4
2000,1495,9,-301,8
2001,1446,7,-258,5
2002,1503,10,-226,5
2003,1603,9,-294,3
2004,1791,11,-256,0
2005,1497,10,-213,2
2006,1295,9,-219,7
2007,1491,8,-212,2
2008,1542,10,-176,1
2009,1599,11,-177,4
2010,1580,9,-411,8
2011,1520,9,-329,0
2012,1565,10,-237,5
2013,1576,9,-251,3
2014,1534,10,-273,1
2015,1726,10,-379,2
2016,1534,10,-242,0
2016
2017,1658,12,-218,1
2018,1591,11,-267,3
2019,1352,9,-101,6
2020,1654,9,-315,0
2021,1706,11,-368,5
2022,1638,10,-293,6
2023,1581,9,-324,1
2024,1628,9,-487,4
2025,1494,12,-267,8
2026,1531,10,-281,5
2027,1392,9,-438,4
2028,1650,10,-276,2
2029,1645,9,-529,2
2030,2074,11,-659,0
2031,1619,9,-382,4
2032,1738,9,-344,5
2033,1500,11,-178,6
2034,1560,10,-356,4
2035,1736,11,-391,12
2036,1927,12,-374,3
2037,1764,10,-152,1
2038,1815,10,-272,2
2039,1900,10,-477,1
2040,1693,12,-324,11
2041,1693,10,-227,0
2042,1753,10,-331,1
2043,1694,11,-318,2
2044,1727,9,-274,6
2045,2060,9,-391,0
2046,1530,10,-339,11

min,,4
max,,17
steps,,8
decimal
