year,annual-precipitations
1987,510
1988,326
1989,372
1990,316
1991,394
1992,381
1993,407
1994,393
1995,767
1996,726
1997,749
1998,572
1999,715
2000,535
2001,508
2002,686
2003,388
2004,620
2005,616
2006,579
2007,784
2008,757
2009,884
2010,783
2011,555
2012,609
2013,694
2014,703
2015,452
2016,753
