year,annual-estival-days
1987,54
1988,49
1989,46
1990,51
1991,52
1992,75
1993,55
1994,76
1995,61
1996,46
1997,63
1998,60
1999,57
2000,75
2001,71
2002,78
2003,101
2004,55
2005,58
2006,58
2007,77
2008,66
2009,71
2010,52
2011,81
2012,81
2013,68
2014,65
2015,76
2016,82
