year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,16,31,-139.52,3,13,-255.11,57,37,92
1988,16,28,-113,4,4,-147,54,34,123
1989,8,36,-102,2,8,-20,57,40,206
1990,22,19,-186,5,7,-251,39,34,159
1991,26,29,-180,5,5,-355,49,39,88
1992,12,23,-100,4,11,-217,41,36,38
1993,12,25,-157,2,5,-207,42,44,159
1994,35,29,-183,2,25,-232,39,38,120
1995,20,25,-201,1,3,-92,43,36,92
1996,23,25,-137,6,13,-360,49,33,90
1997,21,28,-201,4,21,-336,42,31,161
1998,15,24,-155,2,13,-249,44,41,110
1999,18,20,-170,2,21,-359,66,42,161
2000,14,15,-157,4,10,-241,49,37,206
2001,7,27,-88,4,5,-133,49,42,174
2002,23,40,-197,4,8,-215,45,26,170
2003,28,31,-122,5,11,-241,48,37,142
2004,25,27,-84,4,25,-168,50,40,140
2005,13,38,-77,6,9,-124,47,49,174
2006,2,30,-59,5,9,-191,66,27,136
2007,22,25,-172,3,5,-197,35,39,167
2008,14,30,-16,3,8,-122,52,43,139
2009,13,35,-61,6,7,-113,53,36,121
2010,16,32,-163,7,20,-347,51,44,129
2011,13,37,-62,4,12,-249,47,53,91
2012,19,18,-112,4,18,-206,44,36,171
2013,25,10,-49,2,12,-181,55,36,79
2014,10,29,-62,3,15,-185,52,37,104
2015,27,28,-131,4,22,-287,32,49,72
2016,22,26,-107,7,15,-157,59,38,145
2016
2017,16,14,-133,4,8,-139,43,21,188
2018,23,20,-145,5,7,-204,45,29,126
2019,7,19,-26,2,9,-31,68,26,190
2020,23,24,-91,3,19,-240,57,31,91
2021,30,12,-110,6,15,-324,48,26,124
2022,27,22,-99,6,23,-298,56,32,131
2023,16,13,-134,3,18,-271,49,35,181
2024,17,29,-141,7,11,-338,41,15,105
2025,14,22,-59,6,9,-217,60,25,113
2026,16,29,-57,3,6,-182,57,28,127
2027,22,37,-133,3,13,-353,59,29,80
2028,21,23,-22,5,14,-198,46,25,76
2029,23,22,-173,5,11,-372,41,26,103
2030,39,23,-245,8,22,-461,25,30,98
2031,20,17,-151,6,7,-286,42,36,69
2032,37,13,-137,4,22,-270,51,36,92
2033,26,24,-93,3,9,-146,54,19,120
2034,15,38,-53,4,13,-237,54,17,36
2035,21,20,-165,3,32,-314,44,21,71
2036,38,21,-233,7,23,-343,38,21,138
2037,27,27,-11,1,19,-140,46,41,113
2038,24,26,-40,6,31,-254,55,24,159
2039,27,19,-177,7,21,-373,40,25,124
2040,22,15,-88,6,20,-210,45,20,114
2041,19,8,-74,3,26,-141,55,21,137
2042,17,18,-108,4,9,-272,44,32,119
2043,18,20,-98,5,12,-309,40,18,139
2044,31,25,-87,4,32,-226,43,26,129
2045,52,26,-200,6,17,-331,22,38,140
2046,21,20,-69,5,13,-262,49,32,54
