year,annual-precipitations
1987,707
1988,580
1989,593
1990,853
1991,634
1992,493
1993,613
1994,731
1995,541
1996,540
1997,588
1998,747
1999,638
2000,673
2001,800
2002,646
2003,629
2004,817
2005,551
2006,443
2007,611
2008,912
2009,743
2010,719
2011,596
2012,829
2013,548
2014,701
2015,614
2016,824
