year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-8.6,8.7,13.1,1.3
1988,-3.0,10.6,15.7,-0.2
1989,1.2,11.4,15.0,1.0
1990,0.0,10.5,13.8,1.8
1991,-2.4,9.0,15.0,2.8
1992,0.9,9.8,15.8,2.3
1993,-2.9,10.1,12.7,-2.0
1994,-5.5,9.4,15.6,1.3
1995,-0.7,10.9,14.7,0.8
1996,-6.9,9.3,14.2,2.1
1997,-1.9,8.9,16.1,0.4
1998,-2.4,10.4,13.9,-0.6
1999,-3.3,11.1,15.3,2.2
2000,-1.5,11.3,13.8,4.3
2001,-3.2,10.5,16.2,-0.1
2002,-0.3,11.6,16.0,-2.8
2003,-4.6,9.3,15.7,2.2
2004,-4.1,9.7,15.5,1.8
2005,-5.1,10.0,15.7,2.1
2006,-6.4,10.5,16.8,4.6
2007,-2.5,11.0,15.4,2.5
2008,0.1,10.6,14.0,3.6
2009,-3.1,10.3,15.2,0.6
2010,-7.8,10.7,17.2,-1.2
2011,-5.4,11.4,16.6,4.2
2012,-5.1,9.5,15.2,0.3
2013,-5.7,11.8,15.6,4.3
2014,-1.9,10.4,16.3,1.9
2015,-0.1,9.9,15.6,3.6
2016,-3.1,11.4,15.6,1.0
