year,F1,F3,M4
,label F1,label F3,label M4
1987,124,171,2
1988,120,169,3
1989,118,165,1
1990,116,165,2
1991,131,169,0
1992,119,168,2
1993,115,159,3
1994,126,169,2
1995,122,164,2
1996,125,163,1
1997,133,168,3
1998,121,166,0
1999,124,169,2
2000,122,164,1
2001,117,162,1
2002,128,171,3
2003,124,165,3
2004,116,155,2
2005,126,168,2
2006,112,164,0
2007,128,167,1
2008,102,152,1
2009,127,165,2
2010,122,175,1
2011,131,169,1
2012,114,161,4
2013,88,159,3
2014,114,165,1
2015,127,165,3
2016,117,166,3
2016
2017,117,159,1
2018,116,161,2
2019,123,167,3
2020,108,157,0
2021,115,155,0
2022,99,155,2
2023,106,155,2
2024,114,162,4
2025,113,153,2
2026,109,155,3
2027,111,164,4
2028,112,161,0
2029,101,155,1
2030,120,159,5
2031,115,160,3
2032,116,165,2
2033,122,171,2
2034,104,159,3
2035,105,160,3
2036,117,162,3
2037,110,157,5
2038,117,164,3
2039,122,159,2
2040,111,169,4
2041,104,160,3
2042,91,150,2
2043,94,156,1
2044,84,152,1
2045,106,156,3
2046,99,155,3

min,,120
max,,200
steps,,5
decimal



