year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1031,9,-213,2
1988,1009,6,-198,1
1989,1282,12,-155,1
1990,818,7,-1,1
1991,1039,8,-252,0
1992,979,7,-135,3
1993,1104,8,-227,0
1994,1172,8,-300,2
1995,1210,9,-311,0
1996,1269,9,-278,0
1997,1172,9,-340,0
1998,1009,8,118,0
1999,868,7,-254,4
2000,1161,9,-223,0
2001,1045,8,-92,1
2002,840,6,-137,4
2003,1006,9,-175,4
2004,1092,8,-243,0
2005,1063,10,-153,5
2006,876,5,-126,5
2007,1108,6,-95,1
2008,1329,10,-73,0
2009,1126,7,-211,4
2010,943,9,-70,3
2011,1281,10,-46,1
2012,1279,10,-220,1
2013,1125,9,-259,0
2014,903,6,-126,1
2015,1143,8,-241,0
2016,990,9,-207,7
2016
2017,1255,11,-195,0
2018,1196,8,-170,0
2019,1250,8,-189,0
2020,1083,11,-147,4
2021,1119,9,-276,0
2022,1304,9,-152,0
2023,1142,10,-302,1
2024,1137,11,-358,0
2025,1308,10,-132,0
2026,1248,12,-261,0
2027,1272,10,-173,0
2028,1140,9,24,0
2029,1079,11,-189,0
2030,1131,7,-211,0
2031,1035,9,-138,0
2032,986,10,-128,3
2033,1055,9,-122,3
2034,996,9,-204,0
2035,1232,10,-126,0
2036,1134,10,-115,0
2037,1197,9,-210,0
2038,1087,6,-235,0
2039,1265,10,-120,0
2040,1028,9,-159,3
2041,1119,10,-143,0
2042,1410,12,-313,0
2043,1273,11,-216,1
2044,1038,10,-133,3
2045,1229,9,-201,0
2046,1162,12,-194,1
