year,annual-frozen-days
1987,159
1988,160
1989,106
1990,117
1991,131
1992,107
1993,163
1994,153
1995,138
1996,149
1997,157
1998,136
1999,135
2000,109
2001,142
2002,151
2003,139
2004,141
2005,150
2006,127
2007,115
2008,107
2009,138
2010,164
2011,119
2012,140
2013,132
2014,130
2015,105
2016,127
