year,annual-average-temperature
1987,3.7
1988,5.8
1989,7.2
1990,6.6
1991,6.2
1992,7.2
1993,4.5
1994,5.3
1995,6.5
1996,4.7
1997,5.9
1998,5.4
1999,6.4
2000,7.0
2001,5.9
2002,6.1
2003,5.7
2004,5.8
2005,5.7
2006,6.5
2007,6.7
2008,7.1
2009,5.8
2010,4.8
2011,6.8
2012,5.0
2013,6.5
2014,6.7
2015,7.3
2016,6.2
