year,A1,A2,A3
,label A1,label A2,label A3
1987,13,3492,99
1988,17,3411,116
1989,21,3720,131
1990,10,3336,80
1991,7,3319,64
1992,20,3465,112
1993,12,3743,88
1994,15,3095,138
1995,16,3574,114
1996,3,3721,32
1997,7,3307,79
1998,12,3164,86
1999,4,3376,49
2000,13,3321,91
2001,14,3408,103
2002,24,3461,167
2003,19,3258,149
2004,5,3389,61
2005,11,3231,83
2006,13,3352,87
2007,25,3422,148
2008,17,3087,110
2009,5,3425,61
2010,28,3284,165
2011,4,3764,33
2012,10,3348,62
2013,18,3287,143
2014,17,3884,121
2015,11,3350,102
2016,6,3561,45
2016
2017,18,2860,125
2018,17,3232,117
2019,17,3204,121
2020,16,3202,111
2021,13,3235,121
2022,38,2822,214
2023,5,2983,65
2024,10,3292,106
2025,22,3204,122
2026,3,3090,55
2027,14,3243,130
2028,18,3098,132
2029,11,3010,104
2030,31,3042,252
2031,23,2883,175
2032,31,3234,215
2033,14,3111,118
2034,34,3185,229
2035,25,2920,166
2036,24,3224,173
2037,33,3177,233
2038,14,3118,112
2039,5,2958,75
2040,18,3022,127
2041,24,3037,165
2042,21,2933,168
2043,24,2940,153
2044,28,3041,201
2045,22,3180,154
2046,24,3161,181

min,,2000
max,,4000
steps,,9
decimal
