year,annual-frozen-days
1987,111
1988,89
1989,86
1990,77
1991,100
1992,90
1993,96
1994,70
1995,102
1996,129
1997,100
1998,92
1999,93
2000,68
2001,91
2002,70
2003,118
2004,117
2005,104
2006,96
2007,65
2008,87
2009,89
2010,115
2011,90
2012,88
2013,101
2014,64
2015,85
2016,80
