year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1281,10,-181,11
1988,1466,9,-198,5
1989,1345,10,-164,19
1990,1126,10,-189,19
1991,1270,8,-323,4
1992,1354,8,-162,7
1993,1007,9,-271,13
1994,1376,6,-278,5
1995,1410,10,-22,4
1996,816,9,-46,7
1997,1238,8,-268,6
1998,1492,10,-169,1
1999,1186,9,-90,4
2000,1162,8,-194,8
2001,1086,7,-127,13
2002,1368,9,-291,3
2003,1480,7,-345,4
2004,1202,9,-196,4
2005,1452,10,-157,1
2006,1208,9,-214,18
2007,1310,10,-291,6
2008,1169,10,-86,3
2009,1233,9,-19,5
2010,1497,8,-232,7
2011,1062,6,-113,10
2012,1239,11,-154,3
2013,1365,7,-176,1
2014,1193,10,-85,8
2015,1391,8,-100,6
2016,964,7,-196,5
2016
2017,1304,10,-152,11
2018,1212,9,-162,12
2019,1066,8,-242,17
2020,1196,6,-261,5
2021,1392,9,-149,6
2022,1591,10,-239,7
2023,1370,9,-399,6
2024,1207,8,-291,6
2025,1292,10,-261,22
2026,1294,8,-267,0
2027,1371,9,-426,9
2028,1373,9,-182,3
2029,1412,9,-332,2
2030,1706,8,-393,1
2031,1697,11,-123,2
2032,1310,9,-238,17
2033,1307,11,-298,16
2034,1301,8,-94,16
2035,1540,10,-143,2
2036,1446,10,-256,4
2037,1479,9,-292,12
2038,1364,10,-243,5
2039,1399,9,-351,7
2040,1358,9,-139,0
2041,1600,11,-209,3
2042,1401,9,-256,4
2043,1456,9,-244,3
2044,1620,8,-382,4
2045,1381,9,-250,8
2046,1441,9,-246,5

min,,4
max,,17
steps,,8
decimal
