year,annual-frozen-days
1987,27
1988,4
1989,9
1990,8
1991,22
1992,17
1993,13
1994,6
1995,7
1996,13
1997,11
1998,11
1999,6
2000,13
2001,6
2002,1
2003,11
2004,5
2005,13
2006,9
2007,5
2008,6
2009,10
2010,19
2011,1
2012,8
2013,3
2014,5
2015,3
2016,2
