year,annual-precipitations
1987,1061
1988,1239
1989,873
1990,1100
1991,1046
1992,997
1993,1022
1994,1231
1995,1209
1996,904
1997,1040
1998,1317
1999,1534
2000,1150
2001,1093
2002,1125
2003,804
2004,960
2005,873
2006,1077
2007,1104
2008,1198
2009,1046
2010,1045
2011,910
2012,1299
2013,1245
2014,1372
2015,1206
2016,983
