year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-5.5,8.2,13.8,4.0
1988,-0.7,10.0,16.0,2.5
1989,2.9,10.6,15.8,4.0
1990,3.2,10.8,14.8,4.4
1991,0.1,8.7,16.1,4.8
1992,1.5,9.4,15.6,3.2
1993,0.5,11.3,13.9,1.7
1994,-1.7,9.0,16.4,4.1
1995,1.2,10.3,15.7,3.7
1996,-4.0,9.2,15.0,4.1
1997,0.7,9.2,17.1,2.8
1998,1.0,10.3,14.5,2.1
1999,-0.6,10.5,16.5,4.6
2000,1.4,10.8,14.9,6.6
2001,-0.5,9.6,16.6,3.6
2002,1.7,11.4,17.1,0.8
2003,-2.5,9.3,16.9,4.7
2004,-1.4,9.1,16.1,4.9
2005,-1.9,9.3,16.4,4.6
2006,-3.7,9.5,17.6,7.7
2007,0.6,10.7,15.6,5.1
2008,2.0,10.3,15.4,5.6
2009,-0.6,10.1,16.8,3.4
2010,-3.8,10.0,18.0,2.2
2011,-2.0,11.0,17.4,6.7
2012,-1.5,10.1,16.5,3.7
2013,-2.3,11.1,16.3,6.8
2014,0.6,10.6,17.8,4.8
2015,2.1,9.6,16.8,6.4
2016,0.1,11.9,16.8,4.2
