year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,78,-137,94,65
1988,48,-187,-28,192
1989,36,-141,-15,277
1990,120,-54,36,265
1991,83,-25,-123,184
1992,100,-166,-55,178
1993,108,-170,167,59
1994,320,74,-47,177
1995,120,-15,-126,95
1996,25,-80,-93,186
1997,73,-43,-116,232
1998,122,-67,-2,175
1999,88,-69,-121,158
2000,108,-102,-88,159
2001,58,-90,11,168
2002,135,-149,-115,95
2003,0,-144,-141,103
2004,65,-108,37,158
2005,21,-155,-129,71
2006,48,-158,-184,123
2007,84,-146,-32,161
2008,98,-116,36,133
2009,109,-147,-60,229
2010,79,-84,33,155
2011,63,-141,71,153
2012,150,-142,-35,229
2013,37,-150,-74,90
2014,59,-116,-120,138
2015,86,-97,-111,98
2016,108,-139,-99,106
