year,annual-hydric-deficit
1987,99
1988,25
1989,157
1990,368
1991,119
1992,58
1993,164
1994,525
1995,75
1996,38
1997,146
1998,228
1999,56
2000,77
2001,147
2002,-34
2003,-183
2004,152
2005,-192
2006,-171
2007,67
2008,151
2009,131
2010,183
2011,146
2012,202
2013,-97
2014,-39
2015,-23
2016,-24
