year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,117,87,329,118
1988,96,69,223,252
1989,100,118,255,332
1990,195,216,280,320
1991,136,197,145,237
1992,153,80,193,221
1993,152,80,391,103
1994,362,298,210,224
1995,167,204,124,138
1996,64,130,143,224
1997,119,178,164,263
1998,167,147,209,214
1999,122,161,131,197
2000,157,141,150,222
2001,105,131,263,219
2002,186,117,170,146
2003,46,92,126,148
2004,104,115,263,211
2005,63,68,118,124
2006,82,71,93,183
2007,140,95,193,212
2008,155,135,275,189
2009,153,98,221,286
2010,120,132,324,222
2011,114,118,350,236
2012,201,116,239,299
2013,87,112,183,154
2014,114,118,180,189
2015,147,121,158,159
2016,155,140,146,163
