year,annual-average-temperature
1987,5.1
1988,7.0
1989,8.3
1990,8.3
1991,7.5
1992,7.5
1993,6.9
1994,7.0
1995,7.8
1996,6.1
1997,7.5
1998,7.0
1999,7.8
2000,8.4
2001,7.4
2002,7.8
2003,7.2
2004,7.2
2005,7.2
2006,7.9
2007,8.1
2008,8.3
2009,7.5
2010,6.7
2011,8.4
2012,7.2
2013,8.0
2014,8.5
2015,8.8
2016,8.3

min,2
max,9
steps,8
decimal,1
