year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1004,10,-215,2
1988,949,9,-264,0
1989,1041,10,-262,0
1990,849,8,-87,2
1991,1031,7,-340,1
1992,799,9,-119,0
1993,976,10,-147,0
1994,908,8,-209,0
1995,817,10,-86,1
1996,944,9,-335,0
1997,1013,10,-329,0
1998,935,10,-198,1
1999,1064,10,-337,0
2000,1011,9,-346,1
2001,834,7,-122,0
2002,974,9,-62,1
2003,879,7,-165,0
2004,867,8,-126,3
2005,829,12,-89,7
2006,935,8,-217,0
2007,1063,8,-162,2
2008,1004,8,-136,1
2009,891,9,-164,2
2010,1088,11,-257,0
2011,956,9,-192,0
2012,1050,8,-93,5
2013,906,9,-263,0
2014,1044,8,-146,2
2015,985,10,-98,0
2016,1137,9,-207,0
2016
2017,1266,11,-272,0
2018,1018,9,-71,4
2019,1024,10,-147,0
2020,1232,10,-163,2
2021,1303,12,-404,0
2022,1101,10,-172,0
2023,1188,12,-391,0
2024,1000,10,-394,1
2025,1105,9,-184,0
2026,1197,9,-332,0
2027,1125,12,-327,0
2028,1029,11,-46,0
2029,1225,10,-394,0
2030,1011,11,-282,1
2031,1095,10,-14,0
2032,1188,10,-181,0
2033,1029,10,-106,0
2034,1184,10,-200,0
2035,1012,10,-74,0
2036,1193,10,-70,0
2037,1210,10,-8,0
2038,1161,12,-122,0
2039,1075,12,-180,1
2040,1392,11,-121,0
2041,1046,10,-149,0
2042,1175,10,-205,0
2043,1211,9,-215,0
2044,1277,10,-222,0
2045,924,10,-280,2
2046,1070,11,-173,0
