year,annual-precipitations
1987,652
1988,640
1989,804
1990,1011
1991,715
1992,647
1993,726
1994,1094
1995,633
1996,561
1997,724
1998,737
1999,611
2000,670
2001,719
2002,619
2003,412
2004,692
2005,373
2006,429
2007,638
2008,754
2009,757
2010,797
2011,819
2012,855
2013,536
2014,600
2015,585
2016,604
