year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,13,42,-37,6,6,-178,60,50,130
1988,9,16,-89,6,6,-216,80,41,111
1989,21,34,19,3,10,-68,57,49,137
1990,0,10,0,3,3,-81,71,34,122
1991,11,12,-127,5,11,-321,72,33,120
1992,16,36,-12,0,9,13,58,31,132
1993,11,24,-76,3,5,-156,60,49,150
1994,17,24,-105,4,13,-284,55,34,84
1995,13,16,-26,2,10,-98,51,23,153
1996,14,24,-40,3,18,-212,63,31,109
1997,6,26,-133,4,5,-298,55,27,74
1998,7,26,-26,4,2,-140,73,36,96
1999,2,41,-155,4,6,-339,62,29,74
2000,3,36,-122,4,5,-279,66,34,99
2001,3,24,-24,6,5,-174,60,38,167
2002,9,15,7,3,17,-107,69,32,155
2003,9,37,-125,5,7,-219,61,39,136
2004,18,16,-96,4,2,-141,45,19,157
2005,17,37,-70,2,19,-187,54,34,126
2006,12,35,9,2,1,-85,58,38,50
2007,1,29,-103,6,7,-277,63,36,58
2008,11,24,-43,3,4,-108,61,39,73
2009,6,24,-78,3,4,-174,57,41,126
2010,14,41,-1,3,5,-149,62,43,86
2011,14,28,3,3,4,-93,71,24,111
2012,0,38,14,1,4,-20,66,38,93
2013,8,55,-11,2,3,-86,62,29,169
2014,6,31,-89,4,2,-165,54,40,114
2015,2,31,-23,3,4,-111,78,49,127
2016,19,16,-48,2,11,-145,48,38,170
2016
2017,12,14,-56,2,10,-167,50,15,102
2018,26,17,-118,5,15,-234,45,24,179
2019,14,11,-149,3,10,-92,47,15,190
2020,22,5,-115,2,12,-268,57,20,98
2021,10,16,-147,4,9,-305,54,22,113
2022,11,46,-7,3,3,-84,60,34,117
2023,16,17,-142,2,12,-312,41,39,131
2024,13,18,-99,4,16,-265,64,21,130
2025,15,17,-33,2,8,-108,55,21,124
2026,13,21,-46,4,11,-247,63,30,122
2027,11,16,-97,2,5,-205,70,24,71
2028,13,26,-8,2,8,-113,57,30,138
2029,21,14,-141,3,7,-234,55,40,110
2030,7,16,-135,1,5,-231,64,33,82
2031,25,31,-131,4,0,-209,41,15,97
2032,10,18,-95,3,9,-188,58,26,106
2033,12,15,-65,1,9,-192,53,38,111
2034,14,23,-69,4,13,-257,67,10,46
2035,22,14,-12,2,6,-103,61,22,122
2036,5,7,-85,2,3,-203,61,13,66
2037,30,18,-152,1,3,-162,41,30,181
2038,32,9,-97,6,19,-211,39,28,152
2039,25,18,-53,5,3,-216,55,30,49
2040,24,28,-142,1,10,-224,49,13,89
2041,15,21,-76,3,9,-170,60,24,126
2042,28,23,-129,6,26,-235,44,26,159
2043,28,24,-98,2,8,-226,42,38,76
2044,10,19,-29,6,5,-146,53,29,111
2045,10,22,-54,5,3,-149,63,10,51
2046,7,17,-71,4,7,-157,65,24,126

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
