year,annual-frozen-days
1987,101
1988,78
1989,75
1990,46
1991,85
1992,70
1993,81
1994,54
1995,100
1996,129
1997,90
1998,77
1999,70
2000,47
2001,84
2002,62
2003,101
2004,117
2005,92
2006,84
2007,59
2008,77
2009,80
2010,111
2011,84
2012,72
2013,92
2014,57
2015,67
2016,69
