year,annual-hydric-deficit
1987,317
1988,181
1989,122
1990,-301
1991,-379
1992,-12
1993,-133
1994,76
1995,-50
1996,-66
1997,-169
1998,-86
1999,-82
2000,-144
2001,46
2002,301
2003,-212
2004,63
2005,48
2006,-31
2007,205
2008,-180
2009,70
2010,34
2011,-210
2012,-14
2013,97
2014,41
2015,-181
2016,-55
