year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,104,149,0
1988,59,140,1
1989,78,137,0
1990,59,131,0
1991,80,152,1
1992,85,143,0
1993,64,138,0
1994,92,141,0
1995,69,140,0
1996,57,143,0
1997,71,133,0
1998,81,140,0
1999,97,150,0
2000,89,143,0
2001,78,141,0
2002,64,140,0
2003,93,146,0
2004,79,135,0
2005,87,143,0
2006,74,144,1
2007,77,143,1
2008,68,141,0
2009,77,145,0
2010,90,151,1
2011,92,146,0
2012,100,152,0
2013,105,154,0
2014,75,141,0
2015,92,154,0
2016,73,142,0
2016
2017,59,133,0
2018,71,128,0
2019,47,130,0
2020,33,120,0
2021,83,142,0
2022,102,153,0
2023,51,132,0
2024,62,126,1
2025,63,149,0
2026,64,144,0
2027,88,152,0
2028,81,147,0
2029,72,138,0
2030,73,138,0
2031,75,145,0
2032,67,143,1
2033,53,141,0
2034,74,140,1
2035,56,138,0
2036,50,130,0
2037,58,139,0
2038,50,125,0
2039,83,150,1
2040,76,147,1
2041,83,140,0
2042,59,132,1
2043,63,136,1
2044,78,144,0
2045,53,146,0
2046,64,141,0

min,,90,0
max,,190,6
steps,,11,7
decimal
