year,annual-precipitations
1987,890
1988,832
1989,793
1990,397
1991,260
1992,670
1993,541
1994,765
1995,609
1996,535
1997,513
1998,557
1999,536
2000,494
2001,718
2002,961
2003,575
2004,721
2005,731
2006,675
2007,912
2008,539
2009,713
2010,653
2011,549
2012,701
2013,760
2014,720
2015,569
2016,634

min,300
max,2000
steps,10
decimal
