year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1333,10,-167,7
1988,992,9,-239,14
1989,1510,10,-94,8
1990,1162,9,-132,2
1991,1111,9,-397,12
1992,1221,10,-33,11
1993,1170,10,-186,16
1994,1500,11,-392,0
1995,1446,11,-148,6
1996,1393,10,-269,1
1997,1245,8,-367,7
1998,1114,9,-189,3
1999,1139,8,-436,8
2000,1161,10,-330,1
2001,1145,7,-144,4
2002,1354,10,-168,6
2003,1362,10,-239,1
2004,1452,9,-174,0
2005,1540,9,-232,2
2006,1140,10,-137,9
2007,1133,9,-345,9
2008,984,7,-152,13
2009,1178,10,-166,20
2010,1176,8,-199,6
2011,1064,7,-122,3
2012,1143,10,-68,3
2013,1095,9,-93,7
2014,1092,8,-213,9
2015,1077,10,-97,6
2016,1410,9,-130,4
2016
2017,1459,11,-203,8
2018,1667,11,-216,2
2019,1508,9,-200,1
2020,1557,10,-257,2
2021,1500,12,-381,4
2022,1457,12,-132,5
2023,1606,11,-395,6
2024,1372,9,-243,1
2025,1435,10,-164,8
2026,1342,12,-307,6
2027,1276,11,-306,11
2028,1364,9,-166,6
2029,1344,9,-331,5
2030,1250,9,-314,8
2031,1466,11,-303,5
2032,1306,11,-199,6
2033,1429,11,-220,11
2034,1285,10,-327,4
2035,1409,11,-102,1
2036,1209,9,-271,5
2037,1691,12,-192,7
2038,1682,8,-275,5
2039,1311,11,-278,14
2040,1500,11,-296,9
2041,1406,10,-212,1
2042,1799,9,-313,2
2043,1595,10,-301,9
2044,1436,9,-179,9
2045,1268,11,-267,7
2046,1278,11,-211,9

min,,4
max,,17
steps,,8
decimal
