year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.5,11.1,15.9,5.1
1988,2.6,12.6,16.0,5.1
1989,3.7,12.2,16.8,5.1
1990,5.5,12.4,15.9,5.5
1991,2.3,10.1,17.7,4.6
1992,2.5,12.4,16.6,4.1
1993,1.2,13.8,14.9,3.5
1994,2.8,12.2,17.5,6.2
1995,2.3,11.1,16.6,3.9
1996,-1.4,11.0,14.3,3.3
1997,2.0,11.1,16.7,4.2
1998,3.8,13.0,15.5,3.5
1999,2.7,12.6,17.7,4.6
2000,3.4,13.9,15.7,6.3
2001,2.4,11.9,16.4,5.3
2002,3.5,12.8,16.5,4.7
2003,1.2,13.9,18.0,4.4
2004,1.8,11.6,16.3,4.5
2005,1.3,12.4,16.4,5.4
2006,-0.9,12.2,18.0,7.7
2007,4.8,14.0,15.4,4.1
2008,3.7,12.6,16.1,4.6
2009,0.5,13.1,16.9,5.4
2010,-0.3,11.7,16.3,2.8
2011,2.3,13.7,16.6,5.7
2012,2.0,12.6,16.2,5.0
2013,-0.8,11.5,16.7,6.0
2014,4.6,12.8,16.6,6.7
2015,2.4,12.2,17.5,7.2
2016,2.7,12.7,17.9,4.5
