year,annual-estival-days
1987,53
1988,55
1989,52
1990,52
1991,56
1992,74
1993,63
1994,81
1995,63
1996,48
1997,77
1998,61
1999,59
2000,79
2001,70
2002,67
2003,103
2004,52
2005,65
2006,63
2007,77
2008,76
2009,75
2010,65
2011,89
2012,90
2013,76
2014,59
2015,76
2016,89
