year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.7,13.6,18.7,5.5
1988,3.5,13.9,18.8,4.2
1989,3.9,14.2,18.7,5.5
1990,4.6,14.0,17.4,5.2
1991,1.6,12.7,19.0,4.1
1992,3.4,14.6,19.9,5.0
1993,2.3,15.6,18.6,5.1
1994,4.9,14.7,20.2,6.0
1995,2.9,14.6,18.6,4.9
1996,-0.8,15.3,17.1,5.6
1997,2.7,14.4,18.7,5.5
1998,4.3,15.0,18.6,3.8
1999,2.5,15.3,19.3,4.9
2000,2.5,16.8,19.1,8.6
2001,5.1,14.8,18.9,5.1
2002,4.7,15.9,18.9,7.2
2003,0.3,16.7,20.4,6.1
2004,1.8,14.0,18.5,6.6
2005,0.6,14.9,18.2,5.5
2006,0.0,14.9,19.1,7.9
2007,6.1,16.8,18.6,5.0
2008,4.8,15.8,18.8,6.7
2009,2.2,16.2,19.8,6.6
2010,1.7,15.1,18.8,6.0
2011,2.8,15.9,20.2,5.7
2012,2.5,16.0,20.4,7.0
2013,1.8,15.3,19.8,7.5
2014,5.9,15.6,18.7,8.7
2015,3.8,15.3,20.6,7.2
2016,4.6,15.9,20.2,5.9
