year,annual-hydric-deficit
1987,-7
1988,-58
1989,-56
1990,-73
1991,375
1992,398
1993,0
1994,85
1995,200
1996,305
1997,-1
1998,266
1999,280
2000,-109
2001,38
2002,88
2003,-198
2004,240
2005,204
2006,131
2007,172
2008,99
2009,242
2010,220
2011,-121
2012,40
2013,40
2014,385
2015,-84
2016,162
