year,A1,A2,A3
,label A1,label A2,label A3
1987,12,3104,139
1988,26,3161,210
1989,24,2967,183
1990,35,2995,243
1991,16,3425,156
1992,26,2879,195
1993,15,3016,212
1994,44,2863,334
1995,36,2642,242
1996,11,3173,163
1997,23,3026,221
1998,31,2959,180
1999,27,3339,234
2000,3,2776,84
2001,25,3113,159
2002,25,2838,220
2003,21,3205,179
2004,31,2307,246
2005,39,2863,313
2006,8,3111,92
2007,19,2824,171
2008,32,3113,237
2009,34,3111,256
2010,35,2884,243
2011,29,3129,207
2012,44,3347,288
2013,31,3019,223
2014,30,2965,227
2015,9,2989,129
2016,31,3120,214
2016
2017,50,2400,353
2018,47,2643,340
2019,32,2764,266
2020,30,2611,235
2021,19,2740,185
2022,64,2574,386
2023,30,2234,282
2024,45,2767,337
2025,34,2832,238
2026,42,2425,341
2027,41,2505,311
2028,38,2920,285
2029,28,2231,233
2030,24,2813,200
2031,28,2833,195
2032,45,3078,325
2033,43,2676,298
2034,40,3112,286
2035,35,2796,268
2036,41,2768,283
2037,19,2680,183
2038,46,2794,331
2039,55,2734,349
2040,47,2741,332
2041,40,2483,257
2042,34,2544,255
2043,64,2726,406
2044,52,2502,327
2045,50,2879,319
2046,39,2645,249

min,,2000
max,,3600
steps,,9
decimal



