year,annual-precipitations
1987,737
1988,726
1989,733
1990,729
1991,1118
1992,1245
1993,827
1994,921
1995,952
1996,1029
1997,773
1998,1066
1999,1066
2000,793
2001,873
2002,930
2003,699
2004,977
2005,953
2006,918
2007,1051
2008,946
2009,1074
2010,998
2011,718
2012,929
2013,911
2014,1225
2015,802
2016,1006
