year,annual-frozen-days
1987,102
1988,116
1989,87
1990,97
1991,102
1992,101
1993,112
1994,74
1995,96
1996,107
1997,105
1998,104
1999,104
2000,83
2001,86
2002,78
2003,99
2004,93
2005,117
2006,94
2007,79
2008,79
2009,78
2010,97
2011,98
2012,91
2013,88
2014,43
2015,86
2016,78
