year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,35,1,-119,6,0,-340,48,39,93
1988,20,19,-93,5,4,-326,43,43,89
1989,10,7,-12,2,5,-190,55,26,57
1990,35,14,-135,7,4,-339,29,33,35
1991,18,2,-112,5,2,-217,49,50,172
1992,29,3,-92,6,5,-309,32,30,104
1993,38,1,-150,4,0,-367,29,46,110
1994,31,6,-203,5,12,-367,49,34,156
1995,47,1,-170,4,7,-340,27,28,153
1996,20,14,-113,6,1,-354,33,47,73
1997,24,6,-48,6,3,-258,34,46,118
1998,22,2,-62,4,2,-245,42,30,139
1999,29,13,-115,6,0,-389,44,45,46
2000,15,1,-104,3,0,-216,48,45,196
2001,27,5,-13,3,4,-161,35,44,261
2002,40,3,-75,4,0,-306,48,34,93
2003,28,6,-87,8,1,-319,44,40,79
2004,39,1,-118,4,2,-313,20,27,133
2005,43,10,-176,6,9,-398,40,32,51
2006,19,16,-131,2,0,-234,48,31,120
2007,12,3,-110,6,2,-284,47,33,87
2008,32,14,-105,4,5,-320,24,54,106
2009,33,2,-187,3,10,-361,39,26,80
2010,33,1,-135,4,0,-369,48,37,122
2011,21,14,-105,5,9,-331,49,39,65
2012,23,18,-102,4,9,-328,50,39,76
2013,29,5,-53,6,0,-258,51,39,77
2014,30,3,-160,5,2,-284,35,47,189
2015,27,16,-133,2,0,-277,42,24,153
2016,31,7,-48,0,4,-155,47,38,189
2016
2017,39,5,-45,4,9,-257,24,18,145
2018,39,10,-186,9,12,-422,30,24,101
2019,32,9,-97,6,3,-289,34,17,48
2020,24,0,-117,5,3,-347,42,38,62
2021,23,18,-42,3,1,-263,47,25,82
2022,41,8,-84,8,17,-301,33,27,176
2023,34,2,-86,6,7,-354,37,18,90
2024,35,1,31,6,6,-243,45,28,80
2025,17,10,19,4,2,-162,47,32,82
2026,43,9,-149,6,7,-412,32,12,86
2027,20,0,-112,6,3,-325,43,27,86
2028,27,7,-124,5,16,-340,41,30,86
2029,24,1,-6,4,3,-263,40,16,216
2030,24,10,-145,5,3,-362,31,41,51
2031,18,11,-10,4,2,-197,62,39,111
2032,43,19,-114,6,6,-361,33,34,95
2033,34,14,-61,6,2,-267,31,30,111
2034,24,15,-93,8,1,-322,57,36,116
2035,37,4,-89,7,7,-309,40,35,114
2036,38,1,-117,6,3,-344,23,42,81
2037,26,13,-78,8,1,-310,46,29,146
2038,30,5,-138,8,9,-379,38,27,94
2039,31,6,-70,6,5,-302,49,15,72
2040,37,4,-59,6,10,-271,30,35,79
2041,29,2,-136,4,4,-239,32,22,151
2042,27,1,-102,9,6,-356,39,36,111
2043,32,3,-55,6,16,-344,43,28,59
2044,32,0,-110,5,6,-331,31,20,133
2045,29,4,5,7,11,-197,55,27,130
2046,37,4,-136,7,4,-313,39,34,131

min,,,,0
max,,,,14
steps,,,,8
decimal



