year,annual-estival-days
1987,53
1988,49
1989,94
1990,77
1991,81
1992,52
1993,50
1994,62
1995,77
1996,56
1997,89
1998,71
1999,74
2000,68
2001,54
2002,57
2003,96
2004,72
2005,85
2006,84
2007,58
2008,53
2009,91
2010,77
2011,85
2012,72
2013,69
2014,59
2015,73
2016,71
