year,annual-hydric-deficit
1987,101
1988,219
1989,-288
1990,-129
1991,-46
1992,38
1993,-70
1994,94
1995,-18
1996,83
1997,-82
1998,-187
1999,-5
2000,82
2001,-40
2002,-170
2003,-230
2004,-137
2005,-335
2006,-113
2007,-62
2008,3
2009,-116
2010,-194
2011,-453
2012,-272
2013,109
2014,-69
2015,-315
2016,87
